"datetime";"question";"answer"
"2025-05-21 00:01";"[QUESTION]
Consider the following Python code that uses a metaclass to create a singleton pattern. A singleton pattern ensures that a class has only one instance and provides a global point of access to it.

```python
class SingletonMeta(type):
    _instances = {}
    def __call__(cls, *args, **kwargs):
        if cls not in cls._instances:
            instance = super().__call__(*args, **kwargs)
            cls._instances[cls] = instance
        return cls._instances[cls]

class Database(metaclass=SingletonMeta):
    def __init__(self):
        self.connection = ""Database Connection Established""

def use_database():
    db1 = Database()
    db2 = Database()
    print(db1 is db2)

use_database()
```

What will be the output of the `use_database` function when it is called?

A) Both `db1` and `db2` are new instances, so their identities are different.
B) Both `db1` and `db2` refer to the same instance, so their identities are the same.
C) An error will be raised because metaclasses cannot be used with singletons.
D) The output is unpredictable due to issues with garbage collection.";"B) Both `db1` and `db2` refer to the same instance, so their identities are the same.

Explanation:
The `SingletonMeta` metaclass ensures that only one instance of the `Database` class is created. When `use_database` is called, it attempts to create two instances (`db1` and `db2`). However, because of the singleton pattern enforced by the metaclass, both variables end up referencing the same instance, as stored in `_instances`. Therefore, `db1 is db2` evaluates to `True`, indicating that they are indeed the same object."
"2025-05-21 08:01";"[QUESTION]
**Question:** Consider the following Python code that aims to create a simple rate limiter decorator. The goal is to ensure that a function can only be called once every `interval` seconds. However, the implementation has an issue.

```python
import time

def rate_limit(interval):
    def decorator(func):
        last_call_time = 0
        def wrapper(*args, **kwargs):
            nonlocal last_call_time
            current_time = time.time()
            if current_time - last_call_time < interval:
                time.sleep(interval - (current_time - last_call_time))
            last_call_time = current_time
            return func(*args, **kwargs)
        return wrapper
    return decorator

@rate_limit(1)  # Limit to 1 call per second
def my_function():
    print(""Function is called"")

# Example usage:
my_function()  # Calls the function normally
time.sleep(0.5)
my_function()  # Should wait for 0.5 seconds before calling again
```

Which of the following statements correctly identifies a problem with this implementation?

A) The `rate_limit` decorator does not properly handle the case when multiple instances of `my_function` are called concurrently.

B) The use of a nonlocal variable inside the wrapper function can lead to memory leaks under certain conditions.

C) The sleep time calculation in the wrapper is incorrect, potentially leading to suboptimal performance.

D) The `last_call_time` variable is not thread-safe, which could result in unexpected behavior when called from multiple threads.";"**Answer:** A

**Explanation:** The issue with the provided implementation is that it does not handle concurrent calls correctly. When multiple instances of `my_function` are called concurrently, each call will check the global `last_call_time`, which can lead to all instances waiting for their turn instead of only one instance at a time. This defeats the purpose of rate limiting. The decorator should maintain separate state for each instance or thread if concurrent access is expected."
"2025-05-21 16:01";"[QUESTION]
Consider the following Python code:

```python
import asyncio

class AsyncDecorator:
    def __init__(self, func):
        self.func = func
    
    def __call__(self, *args, **kwargs):
        return asyncio.run(self.func(*args, **kwargs))

@AsyncDecorator
async def async_task():
    print(""Task started"")
    await asyncio.sleep(1)
    print(""Task completed"")

loop = asyncio.get_event_loop()
result = loop.run_until_complete(async_task())
print(result)
```

What will be the output of this code?

A) Task started  
   Task completed  
   None  

B) Task started  
   Task completed  

C) Task started  
   Task completed  
   Future object at 0x...  

D) Error: Cannot run inside async context";"A) Task started  
   Task completed  
   None  

Explanation:
- The `AsyncDecorator` is a class that takes an asynchronous function (`async_task`) as its argument.
- When the decorated function is called, it uses `asyncio.run()` to execute the asynchronous function in a new event loop. This is necessary because `asyncio.run()` is used for running top-level entry point coroutines and should be called only once per program.
- Inside `async_task`, an asyncio sleep of 1 second is simulated using `await asyncio.sleep(1)`.
- When `async_task` completes, the function prints ""Task completed"".
- Since the result of `async_task` is not explicitly returned or captured, it defaults to `None`. Therefore, the final printed output is `Task started`, `Task completed`, and `None`.

This question tests the understanding of how to properly run asynchronous functions using a decorator that handles the event loop management."
"2025-05-22 00:01";"[QUESTION]
Imagine you're developing a web framework in Python, and you want to ensure that all routes defined are secure. You decide to implement a decorator `@secure` that logs the user ID and route accessed before executing the view function. However, you also want this decorator to be reusable across different classes without manually applying it to each method.

Here's a simplified version of what you have:

```python
from functools import wraps

def secure(func):
    @wraps(func)
    def wrapper(*args, **kwargs):
        user_id = kwargs.get('user_id')
        route = func.__name__
        print(f""Accessing {route} by user {user_id}"")
        return func(*args, **kwargs)
    return wrapper

class SecureView:
    @secure
    def index(self, user_id=None):
        return ""Welcome to the homepage""

    @secure
    def profile(self, user_id=None):
        return ""This is your profile""
```

Now, you want to create a metaclass that automatically applies this `@secure` decorator to all methods of any class it decorates. This way, you can simply define your view classes without worrying about applying the decorator manually.

Here's your task:
1. Implement a metaclass `SecureMeta` that applies the `@secure` decorator to all non-static methods of any class.
2. Create a class `SecureApp` using this metaclass and define some methods like `home`, `dashboard`, etc.

Write the code for `SecureMeta` and an example usage of `SecureApp`.";"[ANSWER]
A
The correct answer is A because the implementation uses metaclasses to dynamically apply decorators to all non-static methods of a class, ensuring that security logging is automatically handled. This approach leverages Python's powerful metaclass system for code generation and manipulation at runtime."
"2025-05-22 08:02";"**Part 1 (Question):**

Consider the following Python code that uses a metaclass to create a class decorator. The goal is to add a method `log_access` to any class decorated with this metaclass, which logs every attribute access.

```python
import types

class AccessLoggerMeta(type):
    def __new__(cls, name, bases, dct):
        original_getattribute = dct.get(""__getattribute__"")

        def new_getattribute(self, attr_name):
            print(f""Accessing {attr_name}"")
            if original_getattribute:
                return original_getattribute(self, attr_name)
            else:
                return super().__getattribute__(attr_name)

        dct[""__getattribute__""] = types.MethodType(new_getattribute, None, cls)
        return super().__new__(cls, name, bases, dct)

class MyClass(metaclass=AccessLoggerMeta):
    def __init__(self, value):
        self.value = value

# Example usage
obj = MyClass(10)
print(obj.value)  # Should log ""Accessing value"" and print 10
```

Which of the following statements is true about this code?

A) The metaclass `AccessLoggerMeta` correctly logs all attribute accesses on instances of `MyClass`.
B) The method `log_access` is added to `MyClass` via the metaclass.
C) The original `__getattribute__` method is preserved and called when accessing attributes.
D) The class `MyClass` cannot be instantiated because of a missing constructor.";"**Part 2 (Answer):**

C) The original `__getattribute__` method is preserved and called when accessing attributes.

Explanation:
The metaclass `AccessLoggerMeta` correctly modifies the `__getattribute__` method of any class it decorates. It wraps the original `__getattribute__` with a new function that logs access to attributes before delegating to the original method. This ensures that all attribute accesses are logged, and the original behavior is preserved.

Option A is incorrect because no logging occurs on attribute access directly; only method calls log access.
Option B is incorrect because no `log_access` method is added; instead, `__getattribute__` is modified.
Option D is incorrect because there is no issue with instantiating `MyClass`; it can be instantiated normally."
"2025-05-22 16:01";"[QUESTION]
Consider the following Python code:

```python
from functools import wraps

def debug(func):
    @wraps(func)
    def wrapper(*args, **kwargs):
        print(f""Calling {func.__name__} with args: {args}, kwargs: {kwargs}"")
        result = func(*args, **kwargs)
        print(f""{func.__name__} returned {result}"")
        return result
    return wrapper

class Debuggable:
    def __init__(self, name):
        self.name = name
    
    @debug
    def greet(self, greeting=""Hello""):
        return f""{greeting}, {self.name}""

@debug
def add(a, b):
    return a + b

# Usage
debug_instance = Debuggable(""Alice"")
print(debug_instance.greet())
result = add(5, 3)
```

When the code above is run, what will be the output?

A) 
Calling __init__ with args: ('Alice',), kwargs: {}
Calling greet with args: (), kwargs: {}
greet returned Hello, Alice
add called with args: (5, 3), kwargs: {}
add returned 8

B)
Calling __init__ with args: ('Alice',), kwargs: {}
greet returned Hello, Alice
add called with args: (5, 3), kwargs: {}
add returned 8

C) 
Calling greet with args: (), kwargs: {}
greet returned Hello, Alice
add returned 8

D)
add returned 8
greet returned Hello, Alice";"A) Calling __init__ with args: ('Alice',), kwargs: {}  
Calling greet with args: (), kwargs: {}  
greet returned Hello, Alice  
add called with args: (5, 3), kwargs: {}  
add returned 8"
"2025-05-23 00:02";"### Part 1 (Question)

Consider the following code snippet that uses asyncio to create an asynchronous HTTP server:

```python
import asyncio

async def handle_request(reader, writer):
    data = await reader.read(100)
    message = data.decode()
    addr = writer.get_extra_info('peername')

    print(f""Received {message} from {addr}"")

    response = f'Hello, {message}'
    writer.write(response.encode())
    await writer.drain()
    writer.close()

async def main():
    server = await asyncio.start_server(handle_request, '127.0.0.1', 8888)
    addr = server.sockets[0].getsockname()
    print(f'Serving on {addr}')

    async with server:
        await server.serve_forever()

if __name__ == '__main__':
    asyncio.run(main())
```

Which of the following statements about this code is true?

A) The `handle_request` function is executed synchronously.

B) The `asyncio.start_server` function creates a synchronous server that handles requests sequentially.

C) The `writer.write` method blocks until the data is fully sent to the client.

D) The `main` function runs in a separate thread.

### Part 2 (Answer)

**";"** C

**Detailed Explanation:**

- **Option A**: Incorrect. The `handle_request` function is defined as an asynchronous function with the `async def` syntax, which means it will run asynchronously.
  
- **Option B**: Incorrect. The `asyncio.start_server` function creates an asynchronous server. It allows handling multiple client connections concurrently without blocking.

- **Option C**: Correct. The `writer.write` method does not block; it schedules data to be sent and returns immediately. The actual sending happens later, which is why we need to call `await writer.drain()` to ensure the data has been fully sent before closing the connection.

- **Option D**: Incorrect. The `main` function runs in the main thread of the asyncio event loop. If you want it to run in a separate thread, you would typically use `threading` or `concurrent.futures`, but that's not related to how this server is set up.

This question tests understanding of how asyncio works for creating non-blocking servers and how methods like `write` and `drain` function in asynchronous programming."
"2025-05-23 08:03";"[QUESTION]
Imagine you are working on a web application that needs to handle both synchronous and asynchronous operations. You decide to use Python's asyncio library for handling async tasks and a custom metaclass to enhance class behavior dynamically.

1. Create an `AsyncHandler` metaclass that automatically converts any method in the class decorated with `@async_method` into an asynchronous coroutine using asyncio.
2. Implement a class `RequestProcessor` that uses this metaclass and includes methods `fetch_data` (synchronous) and `update_cache` (asynchronous). The `update_cache` method should be decorated with `@async_method`.

Write the code for both the metaclass and the `RequestProcessor` class.";"A. Correct  
```python
import asyncio

def async_method(func):
    def wrapper(*args, **kwargs):
        return asyncio.create_task(func(*args, **kwargs))
    return wrapper

class AsyncHandler(type):
    def __new__(cls, name, bases, dct):
        for attr_name, attr_value in dct.items():
            if callable(attr_value) and hasattr(attr_value, 'async_method'):
                dct[attr_name] = async_method(attr_value)
        return super().__new__(cls, name, bases, dct)

class RequestProcessor(metaclass=AsyncHandler):
    def __init__(self):
        self.cache = {}

    @async_method
    async def update_cache(self, key, value):
        await asyncio.sleep(1)  # Simulate an async operation
        self.cache[key] = value

    def fetch_data(self, key):
        return self.cache.get(key)
```

B. Incorrect  
```python
import asyncio

def async_method(func):
    return func

class AsyncHandler(type):
    def __new__(cls, name, bases, dct):
        for attr_name, attr_value in dct.items():
            if callable(attr_value) and hasattr(attr_value, 'async_method'):
                dct[attr_name] = attr_value
        return super().__new__(cls, name, bases, dct)

class RequestProcessor(metaclass=AsyncHandler):
    def __init__(self):
        self.cache = {}

    @async_method
    async def update_cache(self, key, value):
        await asyncio.sleep(1)  # Simulate an async operation
        self.cache[key] = value

    def fetch_data(self, key):
        return self.cache.get(key)
```

C. Incorrect  
```python
import asyncio

def async_method(func):
    def wrapper(*args, **kwargs):
        return func(*args, **kwargs)
    return wrapper

class AsyncHandler(type):
    def __new__(cls, name, bases, dct):
        for attr_name, attr_value in dct.items():
            if callable(attr_value) and hasattr(attr_value, 'async_method'):
                dct[attr_name] = async_method(attr_value)
        return super().__new__(cls, name, bases, dct)

class RequestProcessor(metaclass=AsyncHandler):
    def __init__(self):
        self.cache = {}

    @async_method
    def update_cache(self, key, value):
        await asyncio.sleep(1)  # Simulate an async operation
        self.cache[key] = value

    def fetch_data(self, key):
        return self.cache.get(key)
```

D. Incorrect  
```python
import asyncio

def async_method(func):
    return func

class AsyncHandler(type):
    def __new__(cls, name, bases, dct):
        for attr_name, attr_value in dct.items():
            if callable(attr_value) and hasattr(attr_value, 'async_method'):
                dct[attr_name] = attr_value
        return super().__new__(cls, name, bases, dct)

class RequestProcessor(metaclass=AsyncHandler):
    def __init__(self):
        self.cache = {}

    async def update_cache(self, key, value):
        await asyncio.sleep(1)  # Simulate an async operation
        self.cache[key] = value

    def fetch_data(self, key):
        return self.cache.get(key)
```

**Correct Answer: A**

Explanation: The correct answer correctly implements the `AsyncHandler` metaclass to convert methods decorated with `@async_method` into asynchronous coroutines using asyncio. It also demonstrates how to properly define the `update_cache` method as an async method and use it within the `RequestProcessor` class."
"2025-05-23 16:01";"[QUESTION]
Consider the following Python code snippet:

```python
import asyncio

class AsyncDecorator:
    def __init__(self, func):
        self.func = func
    
    def __call__(self, *args, **kwargs):
        return asyncio.run(self.func(*args, **kwargs))

@AsyncDecorator
async def fetch_data(url):
    async with aiohttp.ClientSession() as session:
        async with session.get(url) as response:
            return await response.text()

# Usage
result = fetch_data('https://api.example.com/data')
print(result)
```

Which of the following statements about this code is true?

A) The `AsyncDecorator` class does not use any asyncio features.

B) When calling `fetch_data`, it will block the event loop until the data is fetched.

C) The `fetch_data` function is automatically converted into a coroutine when decorated with `@AsyncDecorator`.

D) The decorator correctly handles both synchronous and asynchronous functions seamlessly.";"D) The decorator correctly handles both synchronous and asynchronous functions seamlessly.

Explanation: 
The `AsyncDecorator` class defines an `__init__` method that stores the original function, and a `__call__` method that uses `asyncio.run()` to execute the decorated function within the asyncio event loop. Since `fetch_data` is defined as an `async def`, it does not need to be made synchronous; it can be directly run using `asyncio.run()`. Therefore, the decorator correctly handles asynchronous functions without interfering with their async nature."
"2025-05-24 00:02";"";"**Part 1 (Question):**

Consider the following Python code snippet that uses a metaclass to automatically log any method call on an instance of a class. The goal is to understand how this works in detail.

```python
import types

class LogMeta(type):
    def __new__(cls, name, bases, dct):
        for attr_name, attr_value in dct.items():
            if callable(attr_value):
                dct[attr_name] = cls.log_method_call(attr_value)
        return super().__new__(cls, name, bases, dct)

    @staticmethod
    def log_method_call(func):
        def wrapper(*args, **kwargs):
            print(f""Calling {func.__name__} with args: {args}, kwargs: {kwargs}"")
            result = func(*args, **kwargs)
            return result
        return types.MethodType(wrapper, func)

class MyClass(metaclass=LogMeta):
    def method1(self, a, b):
        return a + b

    def method2(self, x):
        return x * 2
```

Which of the following statements correctly describes how to use and understand the metaclass `LogMeta` in this code?

A) The `MyClass` automatically logs all its methods when called.  
B) The `log_method_call` static method is applied to each instance method of classes that inherit from `MyClass`.  
C) The `LogMeta` only works for class attributes and not for instance methods.  
D) Any class inheriting from `MyClass` can call methods without logging because the metaclass does not affect them.

**Part 2 (Answer):**

A) The `MyClass` automatically logs all its methods when called.
This statement is incorrect. The metaclass `LogMeta` intercepts and modifies the class definition, adding a log decorator to each callable attribute (methods). However, this change affects the class itself, not individual instances.

B) The `log_method_call` static method is applied to each instance method of classes that inherit from `MyClass`.
This statement is correct. When a class inherits from `MyClass`, its methods are wrapped by the `log_method_call` decorator during the metaclass's `__new__` method execution. This means every time an instance method of any subclass is called, it will print a log message.

C) The `LogMeta` only works for class attributes and not for instance methods.
This statement is incorrect. As shown in the code, the metaclass applies to all callable attributes, including instance methods, when defining classes that use it as their metaclass.

D) Any class inheriting from `MyClass` can call methods without logging because the metaclass does not affect them.
This statement is incorrect. Due to the modification applied by the metaclass during the definition of subclasses, calling any method on an instance of a subclass will automatically include log output."
"2025-05-24 08:01";"[QUESTION]
Consider the following Python code snippet that uses a metaclass to ensure all instances of a class have a unique identifier:

```python
class UniqueIDMeta(type):
    _instance_id = 0
    
    def __call__(cls, *args, **kwargs):
        instance = super().__call__(*args, **kwargs)
        instance.id = cls._instance_id
        cls._instance_id += 1
        return instance

class MyClass(metaclass=UniqueIDMeta):
    pass

# Creating instances of MyClass
a = MyClass()
b = MyClass()

print(a.id)  # Output: ?
print(b.id)  # Output: ?
```

Which of the following statements is true about the output when running this code?

A) a.id will be 0 and b.id will be 1  
B) a.id will be 1 and b.id will be 2  
C) Both instances will have the same id, which is undefined  
D) An error will occur because metaclasses cannot assign attributes to instances";"A) a.id will be 0 and b.id will be 1

Explanation: The `UniqueIDMeta` metaclass uses a class-level variable `_instance_id` to keep track of the number of instances created. When an instance is created, it assigns the current value of `_instance_id` as its id and then increments `_instance_id`. Therefore, when `a = MyClass()` is executed, `a.id` is set to 0, and when `b = MyClass()` is executed, `b.id` is set to 1."
"2025-05-24 16:02";"[QUESTION]
Consider the following Python code:

```python
import time

class Timer:
    def __init__(self, label):
        self.label = label
    
    def __enter__(self):
        self.start_time = time.time()
    
    def __exit__(self, exc_type, exc_val, exc_tb):
        elapsed_time = time.time() - self.start_time
        print(f""{self.label}: {elapsed_time:.2f} seconds"")

def timed_function():
    with Timer(""Function Execution""):
        for i in range(1000000):
            pass

timed_function()
```

This code defines a context manager `Timer` that measures and prints the execution time of any block of code it wraps. When `timed_function()` is called, it runs a loop for 1 million iterations inside the `with` statement.

Which of the following statements about this code is true?

A) The `__exit__` method will never be called if an exception occurs within the `with` block.
B) The `Timer` class can be used as both a decorator and a context manager.
C) The `Timer` class cannot be subclassed to add new functionality.
D) The `Timer` class uses Python's garbage collector to manage its resources.";"B) The `Timer` class can be used as both a decorator and a context manager.

Explanation:
The provided code snippet demonstrates the use of a context manager. However, it does not provide any indication that this class could also be used as a decorator. Decorators are typically implemented using functions or classes that wrap another function or method, while context managers are used with `with` statements to manage resources like file handles or timers.

For a class to be usable both as a context manager and a decorator, it would need separate methods for these purposes, which is not the case here. Therefore, statement B is incorrect.

Statement A is also incorrect because if an exception occurs within the `with` block, the `__exit__` method will still be called to handle any cleanup or error handling as specified in the context manager protocol.

Option C is incorrect because a class can always be subclassed to add new functionality. The `Timer` class could be extended with additional methods or attributes without breaking its basic functionality.

Statement D is also incorrect as the `Timer` class does not rely on Python's garbage collector for managing its resources. Instead, it manages resources explicitly by using methods like `__enter__` and `__exit__`, which are part of the context management protocol."
"2025-05-25 00:01";"[QUESTION]
Consider the following Python code that attempts to create a metaclass which logs the instantiation of any class it decorates:

```python
class LogMeta(type):
    def __new__(cls, name, bases, dct):
        print(f""Instantiating {name}"")
        return super().__new__(cls, name, bases, dct)

class MyClass(metaclass=LogMeta):
    pass

a = MyClass()
```

Which of the following statements is true regarding this code?

A) The `MyClass` will not be instantiated because `LogMeta` prevents instantiation.
B) When an instance of `MyClass` is created, it will log ""Instantiating MyClass"".
C) There will be a runtime error because `LogMeta` does not properly define the `__call__` method.
D) The `LogMeta` class must explicitly call `super().__new__(cls, name, bases, dct)` to allow instantiation.";"B) When an instance of `MyClass` is created, it will log ""Instantiating MyClass"".

Explanation:
The `LogMeta` metaclass correctly overrides the `__new__` method to print a message whenever a class is instantiated. The metaclass's job is to customize class creation, and in this case, it logs a message before calling the superclass's `__new__` method to actually create the class. When an instance of `MyClass` is created, the `LogMeta` metaclass will be invoked, resulting in the log message ""Instantiating MyClass"" being printed."
"2025-05-25 08:02";"Part 1 (Question):
Consider the following Python code snippet:

```python
import asyncio

class AsyncDecorator:
    def __init__(self, func):
        self.func = func

    async def __call__(self, *args, **kwargs):
        print(""Before calling"")
        result = await self.func(*args, **kwargs)
        print(""After calling"")
        return result

@AsyncDecorator
async def my_async_function(x):
    await asyncio.sleep(1)  # Simulate an async operation
    return x * x

# Example usage
async def main():
    result = await my_async_function(3)
    print(f""Result: {result}"")

if __name__ == ""__main__"":
    asyncio.run(main())
```

What happens when you run the above code? Select all that apply:

A) It will raise an error because `AsyncDecorator` does not handle non-async functions.

B) It will print ""Before calling"", wait for 1 second, then print ""After calling"" and finally output ""Result: 9"".

C) It will execute the function synchronously without any additional prints.

D) The program will hang indefinitely because it is waiting for an infinite loop inside `my_async_function`.";"Part 2 (Answer):
A) C

Explanation:
- The code defines a class decorator `AsyncDecorator` that wraps around an asynchronous function.
- When `my_async_function` is decorated with `@AsyncDecorator`, the decorator's `__call__` method is invoked when the function is called, not when it’s defined.
- Inside `AsyncDecorator.__call__`, ""Before calling"" is printed, then the decorated function (`self.func`) is awaited. During this await, control yields back to the event loop, allowing other tasks to run.
- After the awaited task completes (in this case, after 1 second), ""After calling"" is printed, and the result of `my_async_function` is returned.
- When `main()` runs, it calls `await my_async_function(3)`, which results in ""Before calling"", a 1-second delay, then ""After calling"", followed by ""Result: 9"".
- Option A is incorrect because the decorator does handle async functions correctly. Options B and D are incorrect as there's no infinite loop or hanging behavior."
"2025-05-25 16:01";"[QUESTION]
Consider the following Python code using asyncio for asynchronous operations:

```python
import asyncio

class AsyncWorker:
    def __init__(self, name):
        self.name = name

    async def work(self):
        print(f""{self.name} starts working"")
        await asyncio.sleep(1)
        print(f""{self.name} finishes working"")

async def main():
    workers = [AsyncWorker(f""Worker {i}"") for i in range(5)]
    tasks = [worker.work() for worker in workers]
    await asyncio.gather(*tasks)

# Run the async function
asyncio.run(main())
```

Which of the following statements is true regarding this code?

A) The `work` method is executed synchronously.
B) All workers start working immediately upon calling `main`.
C) The `asyncio.sleep(1)` call blocks other tasks from running concurrently.
D) The output will always be ""Worker 0 starts working"", followed by a delay, then all other workers' messages.";"C) The `asyncio.sleep(1)` call blocks other tasks from running concurrently.

Explanation: In the given code, `await asyncio.sleep(1)` is used to simulate an I/O operation that would block if it were run synchronously. However, because the tasks are awaited using `asyncio.gather`, Python's event loop allows other tasks to run while waiting for the sleep to complete. Therefore, not all workers start working immediately, and they do not block each other during the sleep phase."
"2025-05-26 00:02";"### Part 1 (Question)

Consider the following Python code snippet that uses decorators, metaclasses, and context managers:

```python
from contextlib import ContextDecorator

class LogDecorator(ContextDecorator):
    def __enter__(self):
        print(""Entering"")
        return self
    
    def __exit__(self, exc_type, exc_val, exc_tb):
        print(""Exiting"")

def log_decorator(func):
    def wrapper(*args, **kwargs):
        print(""Before calling function"")
        result = func(*args, **kwargs)
        print(""After calling function"")
        return result
    return wrapper

class LogMeta(type):
    def __new__(cls, name, bases, dct):
        for attr_name, attr_value in dct.items():
            if callable(attr_value):
                dct[attr_name] = log_decorator(attr_value)
        return super().__new__(cls, name, bases, dct)

class MyClass(metaclass=LogMeta):
    @log_decorator
    def method1(self):
        print(""Executing method1"")

    @LogDecorator()
    def method2(self):
        print(""Executing method2"")
```

Which of the following statements is true about this code?

A) When an instance of `MyClass` calls its methods, all methods are wrapped twice, leading to multiple ""Before calling function"" and ""After calling function"" outputs.

B) The `LogMeta` metaclass applies the `log_decorator` to all callable attributes of `MyClass`, effectively wrapping them with a print statement before and after their execution.

C) Using `ContextDecorator` in `LogDecorator` ensures that the `with` statement can be used to manage context, but it will not affect the behavior when called as a regular decorator.

D) The use of both metaclass and decorators on the same methods results in double wrapping due to overlapping effects.";"### Part 2 (Answer)

**B**

The `LogMeta` metaclass applies the `log_decorator` to all callable attributes of `MyClass`. This means that both `method1` and `method2` are wrapped with the `log_decorator`, resulting in two ""Before calling function"" and ""After calling function"" outputs when they are called. The `ContextDecorator` class is used in `LogDecorator` to ensure it can be used as a context manager, but this does not affect how it behaves when applied as a decorator.

The other statements are incorrect because:
- A) While both methods are wrapped with the `log_decorator`, each method is only wrapped once.
- C) The use of `ContextDecorator` allows the decorator to function as a context manager, but this does not prevent it from also being used as a regular decorator.
- D) The metaclass and decorators do not result in double wrapping. Each method is decorated only once by both the metaclass and the explicit decorator application."
"2025-05-26 08:01";"[QUESTION] Consider the following Python code that attempts to create a simple caching mechanism using decorators:

```python
import functools

def cache(func):
    cached_results = {}
    
    @functools.wraps(func)
    def wrapper(*args, **kwargs):
        if args not in cached_results:
            cached_results[args] = func(*args, **kwargs)
        return cached_results[args]
    return wrapper

@cache
def fibonacci(n):
    if n <= 1:
        return n
    else:
        return fibonacci(n-1) + fibonacci(n-2)

# Example usage:
print(fibonacci(5))  # Output should be 5, and cache should store the results of previous calls
```

Which statement correctly describes a potential issue with this caching mechanism using decorators?

A) The `cache` decorator does not handle keyword arguments properly, leading to incorrect cache lookups.

B) The `fibonacci` function will run inefficiently because it does not use memoization.

C) The `functools.wraps` is unnecessary in this context and can be removed without affecting the functionality.

D) The `cached_results` dictionary is not thread-safe, so concurrent calls may lead to incorrect results or errors.";"[ANSWER] A) The `cache` decorator does not handle keyword arguments properly, leading to incorrect cache lookups.

**Explanation:** While using `functools.wraps(func)` is generally a good practice for decorators, the issue in this code arises from how it handles caching. The decorator uses `args` (positionals only) for caching keys without considering `kwargs`. This means that two calls with the same positional arguments but different keyword arguments will not be cached separately, leading to incorrect cache lookups and potential performance issues or wrong results."
"2025-05-26 16:01";"";"**Part 1 (Question):**

Consider the following Python code snippet that uses a metaclass to modify class behavior:

```python
class Meta(type):
    def __new__(cls, name, bases, dct):
        dct[""add""] = lambda self, x: x + 5
        return super().__new__(cls, name, bases, dct)

class MyClass(metaclass=Meta):
    pass

obj = MyClass()
result = obj.add(10)
print(result)
```

What will be the output of this code?

A) 10  
B) 15  
C) 20  
D) TypeError: 'NoneType' object is not callable

**Part 2 (Answer):**

B) 15

Explanation:
- The metaclass `Meta` modifies any class it decorates by adding a method `add` that takes an argument and returns the argument incremented by 5.
- When `MyClass` is defined with `metaclass=Meta`, the metaclass's `__new__` method is called to create the class, and the `add` method is added to the class dictionary.
- An instance of `MyClass` is created and the `add` method is called on this instance with the argument 10.
- The output of `obj.add(10)` is therefore `15`, as expected."
"2025-05-27 00:01";"[QUESTION]  
Consider the following Python code snippet that uses a metaclass to create a singleton class:

```python
class SingletonMeta(type):
    _instances = {}
    
    def __call__(cls, *args, **kwargs):
        if cls not in cls._instances:
            instance = super().__call__(*args, **kwargs)
            cls._instances[cls] = instance
        return cls._instances[cls]

class MyClass(metaclass=SingletonMeta):
    def __init__(self, value):
        self.value = value

# Usage
obj1 = MyClass(10)
obj2 = MyClass(20)

print(obj1.value)  # Output: ?
print(obj2.value)  # Output: ?
print(obj1 is obj2)  # Output: ?";"[A] 10, 20, True  
[B] 20, 20, False  
[C] 10, 10, True  
[D] 20, 10, False"
"2025-05-27 08:01";"[QUESTION]
Consider the following Python code that uses a metaclass to create a singleton class:

```python
class Singleton(type):
    _instances = {}

    def __call__(cls, *args, **kwargs):
        if cls not in cls._instances:
            instance = super().__call__(*args, **kwargs)
            cls._instances[cls] = instance
        return cls._instances[cls]

class Database(metaclass=Singleton):
    pass

db1 = Database()
db2 = Database()

print(db1 is db2)  # True or False?
```

Which of the following statements is true regarding the output of the `print` statement?

A) The code will raise a TypeError because metaclasses cannot be used to create singletons.

B) The print statement will output `False`.

C) The print statement will output `True`.

D) None of the above.";"C) The print statement will output `True`.

Explanation: The Singleton metaclass overrides the `__call__` method, which is called whenever an instance of a class is created. If an instance already exists for the class, it returns that instance instead of creating a new one. Therefore, when both `db1` and `db2` are instances of the `Database` class, they refer to the same object in memory, resulting in `True`."
"2025-05-27 16:02";"Part 1 (Question):  
Consider the following Python code snippet that uses metaclasses and decorators to create a class with automatic property creation based on attribute definitions:

```python
import inspect

class AutoPropertyMeta(type):
    def __new__(cls, name, bases, attrs):
        for attr_name, attr_value in attrs.items():
            if isinstance(attr_value, int) or isinstance(attr_value, float):
                attrs[attr_name] = property(lambda self, name=attr_name: self.__dict__.get(name), 
                                           lambda self, value, name=attr_name: setattr(self, name, value))
        return super().__new__(cls, name, bases, attrs)

class DataClass(metaclass=AutoPropertyMeta):
    a: int
    b: float
    c: str

# Usage
data = DataClass()
data.a = 10
data.b = 3.14
```

Which of the following statements about this code is true?

A) The `DataClass` will not have any properties, and an error will occur when trying to access or assign values.

B) Only integer and float attributes in `DataClass` will be automatically converted into properties.

C) All attributes of `DataClass`, regardless of type, will be automatically turned into properties.

D) The `AutoPropertyMeta` metaclass will cause a runtime error because it tries to create properties for attributes that are not integers or floats.";"Part 2 (Answer):  
B) Only integer and float attributes in `DataClass` will be automatically converted into properties.

Explanation: In the provided code, the metaclass `AutoPropertyMeta` checks if an attribute is of type `int` or `float`. If it is, the attribute is replaced with a property that allows getting and setting the value. However, if an attribute's value is not an integer or float (e.g., a string in this case), it will remain unchanged as an instance variable. Therefore, only the attributes `a` and `b` are automatically converted to properties, while `c` remains an instance variable."
